"id","department","code","customer","main_address","del_address","date","credit_limit","contact","line_business","years_business","capital_invested","registration","type_organization","terms","mode_payment","credit_request","officer","officer_address","depository","account","contact_person","bank_contact","tag_","encoded","sales_officer","pricelist","area","terms_details","custom1","manual_code","approval","main_code","shared_to","company","tin","card_no","category","birthdate","gender","fax","email","officer_contact_no","contact_person_contact_no","acctng_officer","acctng_officer_contact_no","invoice","dr","discount","receipt_qty","trucking_name","trucking_address","trucking_contact_no","trucking_remarks","trucking_name2","trucking_address2","trucking_contact_no2","trucking_remarks2","trucking_name3","trucking_address3","trucking_contact_no3","trucking_remarks3","option1","option2","option3","other_address1","commission_rate1","commission_rate2","contact_person_email","print_no_price","contact_tel_no","acctng_contact_person","acctng_contact_number","acctng_email","owner_contact_person","owner_contact_number","owner_email","second_address","group_code","type_code","customer_type","agent_commission","remarks","inactive","order_days"
"779",,"778","Tanyag Commercial","Calapan, Oriental Mindoro",,"0000-00-00",,"043-288-1611",,,,,,,,,,,,,"Ms.Mel",,,,"JEORGE",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"641-1118",,,,"YES",,,"ASCENDANT TRUCKING "," 1426 GELINOS ST. STA. CRUZ MANILA ","731-5429",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"780",,"779","TCL MERCHANDISE BROKERAGE INC. - NAGA","TCL CENTRAL NAGA-WHSE",,"0000-00-00",,"632-781-0453 TO 57 ",,,,,,"120",,,,,,,"MARY ROSE CANAS ",,,"BARRIZO, ROCEL N/A - 28 July 2022 08:37:30","ANTHONY","MP",,"120 DAYS",,,,,,,"003-975-825-020",,,"0000-00-00",,,,,"0917-307-3368",,,"YES",,,,"XDE – NOVALICHES","XIMEX WAREHOUSE, ATLAS RD., P. DELA CRUZ ST. BRGY., NAGKAISANG NAYON, NOVALICHES, QC.",,"EMAIL FIRST BEFORE DELIVER  MODC@LCCGROUP.COM /SCHEDULE FIRST",,,,,,,,,,,,"pampanga st. cor. 2815 rizal ave. ext. sta cruz manila ","1.50%",,,,,,,,,,,,,,,"5",,,"30"
"781",,"780","TCL MERCHANDISE BROKERAGE INC. - PILI","TCL CENTRAL PILI WHSE",,"0000-00-00",,,,,,,,,,,,,,,,,,"BARRIZO, ROCEL N/A - 28 July 2022 08:38:02","ANTHONY",,,,,,,,,,,,,"0000-00-00",,,,,,,,"YES",,,,"XDE – NOVALICHES","XIMEX WAREHOUSE, ATLAS RD., P. DELA CRUZ ST. BRGY., NAGKAISANG NAYON, NOVALICHES, QC.",,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"782",,"781","TCL Merchandise Brokerage Inc.","TCLCentral Iriga-Whse",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,,,,"YES",,,,,,,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"783",,"782","TCL MERCHANDISE BROKERAGE INC. - IRIGA",,,"0000-00-00",,,,,,,,"120",,,,,,,,,,"BARRIZO, ROCEL N/A - 28 July 2022 08:36:01","ANTHONY","MP",,"120 DAYS",,,,,,,"003-975-825-023",,,"0000-00-00",,,,,,,,"YES",,,,"XDE – NOVALICHES","XIMEX WAREHOUSE, ATLAS RD., P. DELA CRUZ ST. BRGY., NAGKAISANG NAYON, NOVALICHES, QC.",,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"784",,"783","TCL MERCHANDISE BROKERAGE INC. - LEGAZPI",,,"0000-00-00",,,,,,,,"120",,,,,,,,,,"BARRIZO, ROCEL N/A - 28 July 2022 08:36:44","ANTHONY","MP",,"120 DAYS",,,,,,,"003-975-825-019",,,"0000-00-00",,,,,,,,"YES",,,,"XDE – NOVALICHES","XIMEX WAREHOUSE, ATLAS RD., P. DELA CRUZ ST. BRGY., NAGKAISANG NAYON, NOVALICHES, QC.",,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"785",,"784","TCL MERCHANDISE BROKERAGE INC. - MASBATE","TCL CENTRAL MASBATE-WHSE",,"0000-00-00",,,,,,,,"60",,,,,,,,,,"BARRIZO, ROCEL N/A - 23 July 2022 03:51:10","ANTHONY","MP",,"60 DAYS",,,,,,,"003-975-825-000",,,"0000-00-00",,,,,,,,"YES",,,,"XDE - NOVALICHES","XIMEX WAREHOUSE, ATLAS RD., P. DELA CRUZ ST. BRGY., NAGKAISANG NAYON, NOVALICHES, QC.",,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"786",,"785","TCL MERCHANDISE BROKERAGE INC. - SORSOGON",,,"0000-00-00",,,,,,,,"60",,,,,,,,,,"BARRIZO, ROCEL N/A - 28 July 2022 08:30:33","ANTHONY","MP",,"60 DAYS",,,,,,,"003-975-825-033",,,"0000-00-00",,,,,,,,"YES",,,,,,,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"787",,"786","Termar/Rubina Music","Ipil Zamboanga Sibugay Light",,"0000-00-00",,"0915-609-3545",,,,,,,,,,,,,,,,,"NARESH",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"681-6987",,,,,,"WAYBILL","RM CARGO","606 RAXABAGO ST. TONDO MANILA FRONT OF POLICE STATION","09064193278- hariss bore",,"oceanic ALLESON","RM CARGO-LOOB NG ALLESON ","CALL BEFORE DELIVER 0906-4193278",,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"788",,"787","Tessie Glassware","Stall #92 Pasig Market",,"0000-00-00",,,,,,,,,,,,,,,"Ms.Tessie",,,,"SANJ",,,,,,,,,,,,,"0000-00-00",,,,,"09204253425/062-333-2472/ 0915-6093545",,,,"YES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"789",,"788","THE LANDMARK CORPORATION","AYALA CENTER, MAKATI AVE., MAKATI CITY",,"0000-00-00",,"8109990/09338222101/09274029570(VIBER)","THE LANDMARK CORPORATION",,,,,"60",,,,,,,"MS. MARIANE LEYSA (SEC. OF VIVIAN KHO)/VIVIAN CO (HEAD BUYER-KITCHEN WARES DEPT.)",,,"SALCEDO JR., MANUEL  - 31 March 2022 09:06:23","ANTHONY",,,"Net 60",,,,,,,"000-148-285-00000",,,"0000-00-00",,,"mariane.landmarkcorp@gmail.com",,"8109990/09338222101/09274029570(VIBER)",,,"YES",,"LESS 15%","SI WITH P.O /WITH 1 XEROX ","DIRECT DELIVER",,,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"790",,"789","The Lerato Condominium Corp.","Malugay St. Bel Air, MakatiCity",,"0000-00-00",,,,,,,,,,,,,,,,,,,"MISHA",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"791",,"790","The New Season Trading","Door 2, Atrium Bldg. Gonzaga St. Bacolod",,"0000-00-00",,"034-434-2270",,,,,,,,,,,,,"Ms.Gilinda",,,,"DELFIN",,,"Net 60",,,,,,,,,,"0000-00-00",,"034-433-1204","newseasonstrading@yahoo.com",,"034-434-2270/ (034)433-1294",,,,"YES","LESS 10%","WAYBILL","ALLESON SHIPPING LINES ","ROAD 10,PARADISE HEIGHTS HOUSING PROJ. VITAS BRGY 128 ZONE 10 TONDO MANILA","7369546. MR. JURY/02-736-95-46"," CALL BEFORE DELIVER KUNG MAY TRUCK",,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"792",,"791","The Regency At Salcedo Condominium Corp.","Regency At Salcedo , Tordesillas St.",,"0000-00-00",,,,,,,,,,,,,,,,,,,"MISHA",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"793",,"792","The Residences at Greenbelt Condo.Corp.","4th Floor Manila admin offc. Esperanza St",,"0000-00-00",,,,,,,,,,,,,,,,,,,"MISHA",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"794",,"793","Thomson Reuters Corporation Pte Ltd","Philippine Branch",,"0000-00-00",,,,,,,,,,,,,,,,,,,"MISHA",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"795",,"794","Thrive Events","College of Tourism & Hospitality Mgt",,"0000-00-00",,,,,,,,,,,,,,,,,,,"MISHA",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"796",,"795","Tinding Glassware","Stall 16 Marikina Market",,"0000-00-00",,,,,,,,,,,,,,,,,,,"JEORGE",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"797",,"796","Tintahan ng Masa c/o Ms. Evelyn Ang",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"798",,"797","Tiong San - Harrison","Baguio",,"0000-00-00",,,,,,,,,,,,,,,,,,,"DELFIN",,,"Net 30",,,,,,,,,,"0000-00-00",,,"wowtiongsan@yahoo.com","Imelda Lao","309-3728",,,,"YES","LESS 15%","2 SETS W/ P.O","PTC TRUCKING"," 1338 YUSECO ST. COR. ILLUSTRE STA.CRUZ ","286-615709296759942/09164412248","CALL FIRST BEFORE DELIVER",,,,,,,,,,,,,"3%",,,,,,,,,,,,,,,"5",,,"30"
"799",,"798","Tiong San - La Trinidad Inc.","Km 4. Pico, La Trinidad, Benguet",,"0000-00-00",,"309-3728",,,,,,,,,,,,,"Ms.Virgie",,,,"DELFIN",,,"Net 30",,,,,,,"004-605-728-000",,,"0000-00-00",,"422-1228","wowtiongsan@yahoo.com",,"733-6264/ 733-6260","Ms.Lea Vibar",,,"YES","LESS 15%","2 SETS W/ P.O","AGUINSOD FREIGHT SERVICE CO"," 1338 YUSECO ST. COR. ILLUSTRE STA.CRUZ ","09296759942- MR. JAMES","CALL FIRST BEFORE DELIVER","PTC TRUCKING","MALABON ",,,,,,,,,,,"3%",,,,,,,,,,,,,,,"5",,,"30"
"800",,"799","Tiongsan Bazaar c/o Joey","Magsaysay, Baguio City",,"0000-00-00",,,,,,,,,,,,,,,"Ms.Virgie",,,,"LEO",,,"Net 30",,,,,,,,,,"0000-00-00",,"08822-723-033",,,"09176789198/09258889876",,,"YES","YES","LESS 10%",,"AGUINSOD /MALINIAS","JUAN LUNA ST. TONDO, MANILA",,"CALL BEFORE DELIVER",,,,,,,,,,,,,"3%",,,,,,,,,,,,,,,"5",,,"30"
"801",,"800","Tiongsan Super Bazaar","Baguio City",,"0000-00-00",,"0925-888-9876",,,,,,,,,,,,,"Mr.Mark Lau\",,,,"SANJ",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,"(078)8442560",,,,,,," HERRERA ST. TONDO MANILA(MAIN DELIVERY)",,," COUNTER RECEIPT NALANG IBIBIGAY NG CHECKER ",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"802",,"801","Tip Top Glassware","Villalobos St., Quiapo",,"0000-00-00",,,,,,,,,,,,,,,"Ms.Eden",,,,"ISHWAR",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"803",,"802","Todays Commercial","Cotabato City",,"0000-00-00",,"064-421-5172/ 0917-723-7448",,,,,,,,,,,,,"Ms.Jeanette Co/Mr. Aldrin",,,,"NARESH",,,"Net 60",,,,,,,,,,"0000-00-00",,"064-421-5172","Aldrinco@yahoo.com",,,,,,"YES",,"WAYBILL","JADES CARGO","350 NEPA ST., BALUT TONDO","703-6723/703-7037/408-8579",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"804",,"803","Tonys Store","P. Lindo St., Mangagoy",,"0000-00-00",,,,,,,,,,,,,,,,,,,"NARESH",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"805",,"804","Tow In","Villalobos St., Quiapo",,"0000-00-00",,,,,,,,,,,,,,,"Diony Llanes",,,,"ISHWAR",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"0977-873-0008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"806",,"805","Trendline Dept. Store - Cagayan de Oro",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"807",,"806","Trendline Dept. Store - Derbe","Iligan City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,"trendlinecenter@yahoo.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"808",,"807","Trendline Dept. Store Inc.- Manticao","Iligan City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"809",,"808","Trendline Dept. Store - Center Iligan","Iligan City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"810",,"809","Trendline Dept. Store - Iligan City","Cagayan De Oro City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"811",,"810","Trendline Dept. Store - Valencia","Manticao",,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"812",,"811","TT  CO. - TANDAG CITY","TANDAG",,"0000-00-00",,,,,,,,,,,,,,,,,,"BALHANI, AILEEN MALECON - 29 October 2022 10:09:04","LAPUZ, MIKE ",,,,,,,,,,,,,"0000-00-00",,,,,"736-5592/7336289/735-03-56",,,,"YES",,,"JADES CARGO",,,,"SPAN ASIA CY7"," CARRIER CORP. PIER 12 NORTH HARBOR TONDO MANILA VIA SURIGAO CITY",,,,,,,,,,,"4%","1%",,,,,,,,,,,,,,"5",,,"30"
"813",,"812","TT @ Company North Center","Surigao City",,"0000-00-00",,"086-211-3084",,,,,,,,,,,,,,,,,"MIKE/LEO",,,"Net 90",,,,,,,,,,"0000-00-00",,,,,"9107382451/086-2113084",,,,"YES",,," SULPICIO CY7","PIER 11 NORTH HARBOR, TONDO","588-9098",,"ESCANO LINES INC. ",,,,,,,,,,,,"4%","1%",,,,,,,,,,,,,,"5",,,"30"
"814",,"813","TWINS SUPERMART","LOPEZ JAENA ST., DON CARLOS,",,"0000-00-00",,,,,,,,,,,,,,,,,,"ROGEL, CHARISSA ANN TOLING - 27 October 2022 10:19","NARESH",,,,,,,,,,,,,"0000-00-00",,"088-2262-488","rhoseanngonzales@yahoo.com",,"0923-7453041",,,,,,"3 SETS W/ P.O","CJ TRUCKING","567 MADRID ST. COR. SAN NICOLAS, BINONDO MANILA","0917-717-7121",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"815",,"814","Two Brothers","Vigan City, Ilocos Norte",,"0000-00-00",,"0977-873-0008",,,,,,,,,,,,,,,,,"JEORGE",,,"Net 60",,,,,,,,,,"0000-00-00",,,"wowtiongsan@yahoo.com",,,,,,"YES",,"WAYBILL (2PCS)","LEMON FREIGHT ","2142 IPIL ST. STA CRUZ, MANILA","251-9564/ 495-0238/09454370633/-BONG",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"816",,"815","Unijoy","Baclaran",,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"817",,"816","UP NORTH PROPERTY HOLDINGS INC.","UP CAMPUS DILIMAN  Q.C AYALA LAND TECHNO HUB ",,"0000-00-00",,,,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","MISHA",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"818",,"817","UST BAZAAR",,,"0000-00-00",,,,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","MISHA",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"819",,"818","V. GONZALES","LOSADA MARKET ALABANG ",,"0000-00-00",,,,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","SANJ",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"820",,"819","VALENCIA MGS MART CORP.","VALENCIA CITY BUKIDNON",,"0000-00-00",,"0935-694-6467",,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","DELFIN",,,"Net 60",,,,,,,,,,"0000-00-00",,,"home.buyer.uno@gmail.com",,,,,,"YES",,"3 SETS W/ P.O","1560 N. ZAMORA ST. PRITIL TONDO (PUREGOLD, TAYUMAN)",,"254-4470",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"821",,"820","VALIANT ELECTRONIC  HARDWARE SUPPLY","LA PASAN, CAGAYAN DE ORO CITY",,"0000-00-00",,"088-8809975 / 088-880-0755",,,,,,,,,,,,,"MADI",,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","NARESH",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,"2sets half value","ORO FRONTIER ","23 NICANOR A ROXAS ST. LAONG LAAN","741-47-87/ 736-4789",,,,,,,,,,,,,,"5%",,,,,,,,"Ms. Madi",,,,,,,"5",,,"30"
"822",,"821","VALID VALUE MULTI SALES","154 Chica St. Cor. Orosco.,QUIAPO
",,"0000-00-00",,,,,,,,,,,,,,,"MS.ANN",,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","ISHWAR",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"0935-6946467",,,,,,,"DIRECT DELIVER",,,"WITH LESS 5%",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"823",,"822","VANAS RESTAURANT","ISABELLE DE VALENZUELA, MANILA",,"0000-00-00",,,,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","MISHA",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"824",,"823","VERNE ULTIMATE CORP.","698 JUAN LUNA ST.  BINONDO",,"0000-00-00",,,,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"825",,"824","VETAFS SUPERSTORE","BALANGA BATAAN",,"0000-00-00",,"047-237-3588 / 047-237-1060",,,,,,,,,,,,,"MS.CRISTINA/MS.CORY AGUILAR",,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","JESUS",,,"Net 60",,,,,,,,,,"0000-00-00",,,"vetafst@gmail.com",,,,,"YES","YES",,"2 SETS W/ P.O","AVS TRUCKING","1226 D CORNER SAN RAMON WAGAS TONDO, MANILA","247-0344( JOSE VILLANUEVA)- 09085507332",,,,,,,,,,,,,,"5%",,,,,,,,"MS. CRISTINA/CORY",,,,,,,"5",,,"30"
"826",,"825","VICTORY BAZAAR","TUGUEGARAO CITY",,"0000-00-00",,,,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","DELFIN",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES","LESS 5%","2 SETS W/ P.O","KEZZIAH TRUCKING","8 TOKTOKAN ST. LAVERNI CMPD. BRGY. MASAMBONG Q.C","09154876389/09955969734/09957890454-JAYSON",,,,"0995-5969734",,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"827",,"826","VILLA FIDELINA","OCHOA AVE,BRGY LIMAHA BUTUAN CITY",,"0000-00-00",,"085-3414329 / 085-3414151",,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","DELFIN",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES","LESS 5%","3 SETS W/ P.O","SEABORNE SHIPPING LINES",,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"828",,"827","VILLA VICENCIO GEN. MDSE.","PLARIDEL ST. ANGELES CITY, PAMPANGA
",,"0000-00-00",,,,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,"carina.nguy@yahoo.com",,"9178971905/733-68-63/0922-7587133/577-13-83",,,"YES",,"LESS 13%","3 SETS W/ P.O","DE GUZMAN TRUCKING","JUAN LUNA ST TONDO MANILA","996-994",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"829",,"828","VILLAHERMOSA COMMERCIAL CENTER","BUTUAN CITY",,"0000-00-00",,"085-815-5009 / 085-342-5379",,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","DELFIN",,,"Net 60",,,,,,,,,,"0000-00-00",,"(085)8155009/085-341-4141","villahermosacommercial2016@gmail.com",,"032-232-5311 TO 15",,,,"YES","LESS 5%","3 SETS W/ P.O","SEABORNE SHIPPING LINES",,,,,,,,,,,,,,,,"5%",,,,"032-232-5311 TO 15",,,,,,,,,,,"5",,,"30"
"830",,"829","VINSONS SALES CENTER","318 QUEZON BOULEVARD TAYUG, PANGASINAN",,"0000-00-00",,,,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,"tmdcglassware@gmail.com",,,,,,,,,,"PANGASINAN FREIGHT",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"831",,"830","VMZ VIMIZON BUSINESS CENTER",,,"0000-00-00",,,,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"832",,"831","WATCH CENTER PH",,,"0000-00-00",,,,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","SANJ",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"833",,"832","WENZHUAN MARKETING- CATARMAN","CATARMAN, SAMAR
",,"0000-00-00",,"046-4189763 / 0917-6780191",,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","MIKE",,,"Net 60",,,,,,,"007-430-693-000",,,"0000-00-00",,,,,,,,,,,,,"PALICO IV, BUHAY NA TUBIG IMUS CAVITE",,"NOTE ON THE COMMENT",,,,,,,,,,,,,"3%",,,,,,,,,,,,,,,"5",,,"30"
"834",,"833","WENZHUAN MARKETING CORP.",,,"0000-00-00",,"046-4189763 / 0917-6780191",,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","MIKE",,,"Net 60",,,,,,,"007-430-693-000",,,"0000-00-00",,,,,,,,,,,,,"PALICO IV, BUHAY NA TUBIG IMUS CAVITE",,"NOTE ON THE COMMENT",,,,,,,,,,,,,"3%",,,,,,,,,,,"856 COMML TOWER ALVARO ST. 20TH FLR ROOM J, MANILA",,,,"5",,,"30"
"835",,"834","WENZHUAN MKTG. CORP. - BORONGAN","BORONGAN, EASTER SAMAR
",,"0000-00-00",,"046-4189763 / 0917-6780191",,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","MIKE",,,"Net 60",,,,,,,"007-430-693-000",,,"0000-00-00",,,,,,,,,,,,,"PALICO IV, BUHAY NA TUBIG IMUS CAVITE",,"NOTE ON THE COMMENT",,,,,,,,,,,,,"3%",,,,,,,,,,,"856 COMML TOWER ALVARO ST. 20TH FLR ROOM J, MANILA",,,,"5",,,"30"
"836",,"835","WENZHUAN MKTG. CORP. - MAASIN","MAASIN, SOUTHERN LEYTE
",,"0000-00-00",,"046-4189763 / 0917-6780191",,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","MIKE",,,"Net 60",,,,,,,"007-430-693-000",,,"0000-00-00",,,,,,,,,,,,,"PALICO IV, BUHAY NA TUBIG IMUS CAVITE",,"NOTE ON THE COMMENT",,,,,,,,,,,,,"3%",,,,,,,,,,,"856 COMML TOWER ALVARO ST. 20TH FLR ROOM J, MANILA",,,,"5",,,"30"
"837",,"836","WENZHUAN MKTG. CORP. - PANIQUI","PANIQUI",,"0000-00-00",,"046-4189763 / 0917-6780191",,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","MIKE",,,"Net 60",,,,,,,"007-430-693-000",,,"0000-00-00",,,,,,,,,,,,,"PALICO IV, BUHAY NA TUBIG IMUS CAVITE",,"NOTE ON THE COMMENT",,,,,,,,,,,,,"3%",,,,,,,,,,,"856 COMML TOWER ALVARO ST. 20TH FLR ROOM J, MANILA
",,,,"5",,,"30"
"838",,"837","WENZHUAN MKTG. CORP. - PARIAN","PARIAN
",,"0000-00-00",,"046-4189763 / 0917-6780191",,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 23 December 20","MIKE",,,"Net 60",,,,,,,"007-430-693-000",,,"0000-00-00",,,,,,,,,,,,,"PALICO IV, BUHAY NA TUBIG IMUS CAVITE",,"NOTE ON THE COMMENT ",,,,,,,,,,,,,"3%",,,,,,,,,,,"856 COMML TOWER ALVARO ST. 20TH FLR ROOM J, MANILA",,,,"5",,,"30"
